model,scenario,region,variable,unit,subannual,2010,2015,2020,2025,2030,2035,2040,2045,2050
REMES:EU 1.0,Reference,     Finland,Product Price Index|pAGRI       ,index,Year,        1.00,        0.99,        0.98,        0.91,        0.89,        0.86,        0.84,        0.82,        0.79
REMES:EU 1.0,Reference,     Finland,Product Price Index|pINDU       ,index,Year,        1.00,        1.00,        1.00,        0.97,        0.96,        0.96,        0.96,        0.96,        0.96
REMES:EU 1.0,Reference,     Finland,Product Price Index|pALUM       ,index,Year,        1.00,        1.00,        0.99,        0.99,        0.99,        0.98,        0.98,        0.97,        0.97
REMES:EU 1.0,Reference,     Finland,Product Price Index|pSERV       ,index,Year,        1.00,        1.00,        1.01,        1.03,        1.04,        1.04,        1.04,        1.04,        1.03
REMES:EU 1.0,Reference,     Finland,Product Price Index|pTRAN       ,index,Year,        1.00,        1.00,        1.00,        0.98,        1.00,        1.02,        1.04,        1.07,        1.10
REMES:EU 1.0,Reference,     Finland,Product Price Index|pELEC       ,index,Year,        1.00,        0.99,        0.97,        0.91,        0.89,        0.88,        0.86,        0.86,        0.85
REMES:EU 1.0,Reference,     Finland,Product Price Index|pTRDI       ,index,Year,        1.00,        0.99,        0.98,        0.97,        0.95,        0.93,        0.90,        0.88,        0.86
REMES:EU 1.0,Reference,     Finland,Product Price Index|pHTWT       ,index,Year,        1.00,        1.03,        1.04,        0.92,        0.92,        0.90,        0.88,        0.86,        0.82
REMES:EU 1.0,Reference,     Finland,Product Price Index|pCHEA       ,index,Year,        1.00,        1.02,        1.05,        1.05,        1.07,        1.09,        1.12,        1.15,        1.17
REMES:EU 1.0,Reference,     Finland,Product Price Index|pCONS       ,index,Year,        1.00,        1.01,        1.01,        1.01,        1.01,        1.02,        1.02,        1.03,        1.04
REMES:EU 1.0,Reference,      France,Product Price Index|pOIL        ,index,Year,        1.00,        1.00,        1.00,        1.09,        1.11,        1.12,        1.13,        1.14,        1.15
REMES:EU 1.0,Reference,      France,Product Price Index|pGSL        ,index,Year,        1.00,        1.00,        1.00,        1.07,        1.09,        1.12,        1.17,        1.24,        1.33
REMES:EU 1.0,Reference,      France,Product Price Index|pDSL        ,index,Year,        1.00,        0.99,        0.99,        1.07,        1.09,        1.10,        1.10,        1.10,        1.09
REMES:EU 1.0,Reference,      France,Product Price Index|pHDI        ,index,Year,        1.00,        0.99,        0.99,        1.01,        1.01,        1.00,        0.98,        0.95,        0.90
REMES:EU 1.0,Reference,      France,Product Price Index|pNG         ,index,Year,        1.00,        1.00,        1.00,        1.04,        1.05,        1.07,        1.08,        1.09,        1.11
REMES:EU 1.0,Reference,      France,Product Price Index|pCOA        ,index,Year,        1.00,        0.99,        0.99,        1.00,        0.97,        0.90,        0.81,        0.73,        0.68
REMES:EU 1.0,Reference,      France,Product Price Index|pBIO        ,index,Year,        1.00,        0.98,        0.97,        1.00,        1.00,        1.02,        1.06,        1.12,        1.19
REMES:EU 1.0,Reference,      France,Product Price Index|pFUL        ,index,Year,        1.00,        0.99,        0.98,        1.00,        0.98,        0.97,        0.93,        0.85,        0.71
REMES:EU 1.0,Reference,      France,Product Price Index|pH2         ,index,Year,        1.00,        1.00,        1.00,        1.00,        1.00,        0.99,        0.99,        0.99,        0.99
REMES:EU 1.0,Reference,      France,Product Price Index|pAGRI       ,index,Year,        1.00,        0.99,        0.99,        0.97,        0.97,        0.97,        0.96,        0.96,        0.95
REMES:EU 1.0,Reference,      France,Product Price Index|pINDU       ,index,Year,        1.00,        1.00,        1.00,        1.00,        1.01,        1.02,        1.03,        1.04,        1.04
REMES:EU 1.0,Reference,      France,Product Price Index|pALUM       ,index,Year,        1.00,        1.00,        1.00,        1.03,        1.04,        1.05,        1.05,        1.06,        1.06
REMES:EU 1.0,Reference,      France,Product Price Index|pSERV       ,index,Year,        1.00,        1.00,        1.01,        1.01,        1.01,        1.01,        1.00,        1.00,        1.00
REMES:EU 1.0,Reference,      France,Product Price Index|pTRAN       ,index,Year,        1.00,        1.00,        1.01,        1.01,        1.03,        1.06,        1.09,        1.12,        1.16
REMES:EU 1.0,Reference,      France,Product Price Index|pELEC       ,index,Year,        1.00,        0.99,        0.99,        0.95,        0.94,        0.95,        0.96,        0.99,        1.02
REMES:EU 1.0,Reference,      France,Product Price Index|pTRDI       ,index,Year,        1.00,        0.99,        0.97,        0.95,        0.93,        0.91,        0.89,        0.87,        0.84
REMES:EU 1.0,Reference,      France,Product Price Index|pHTWT       ,index,Year,        1.00,        1.02,        1.04,        0.89,        0.88,        0.81,        0.72,        0.60,        0.46
REMES:EU 1.0,Reference,      France,Product Price Index|pCHEA       ,index,Year,        1.00,        1.02,        1.03,        1.03,        1.04,        1.06,        1.07,        1.09,        1.10
REMES:EU 1.0,Reference,      France,Product Price Index|pCONS       ,index,Year,        1.00,        1.00,        1.01,        1.01,        1.01,        1.01,        1.01,        1.01,        1.02
REMES:EU 1.0,Reference,      Greece,Product Price Index|pOIL        ,index,Year,        1.00,        1.00,        0.99,        0.98,        0.95,        0.93,        0.91,        0.89,        0.87
REMES:EU 1.0,Reference,      Greece,Product Price Index|pGSL        ,index,Year,        1.00,        0.99,        0.98,        1.00,        0.99,        0.99,        0.99,        1.00,        1.03
REMES:EU 1.0,Reference,      Greece,Product Price Index|pDSL        ,index,Year,        1.00,        0.99,        0.98,        0.99,        0.98,        0.97,        0.95,        0.93,        0.88
REMES:EU 1.0,Reference,      Greece,Product Price Index|pHDI        ,index,Year,        1.00,        0.99,        0.97,        0.97,        0.96,        0.96,        0.97,        0.99,        1.02
REMES:EU 1.0,Reference,      Greece,Product Price Index|pNG         ,index,Year,        1.00,        1.00,        0.99,        1.03,        1.02,        1.01,        0.99,        0.94,        0.90
REMES:EU 1.0,Reference,      Greece,Product Price Index|pCOA        ,index,Year,        1.00,        1.01,        1.02,        1.05,        1.08,        1.08,        1.04,        0.84,        0.23
REMES:EU 1.0,Reference,      Greece,Product Price Index|pBIO        ,index,Year,        1.00,        0.98,        0.97,        0.94,        0.93,        0.92,        0.92,        0.93,        0.96
REMES:EU 1.0,Reference,      Greece,Product Price Index|pFUL        ,index,Year,        1.00,        0.99,        0.98,        0.98,        0.97,        0.96,        0.94,        0.89,        0.78
REMES:EU 1.0,Reference,      Greece,Product Price Index|pH2         ,index,Year,        1.00,        1.00,        0.99,        0.97,        0.95,        0.93,        0.92,        0.91,        0.90
REMES:EU 1.0,Reference,      Greece,Product Price Index|pAGRI       ,index,Year,        1.00,        0.99,        0.97,        0.95,        0.93,        0.92,        0.90,        0.88,        0.87
REMES:EU 1.0,Reference,      Greece,Product Price Index|pINDU       ,index,Year,        1.00,        1.00,        0.99,        1.01,        1.01,        1.01,        1.02,        1.03,        1.04
REMES:EU 1.0,Reference,      Greece,Product Price Index|pALUM       ,index,Year,        1.00,        0.99,        0.99,        0.97,        0.96,        0.95,        0.94,        0.93,        0.92
REMES:EU 1.0,Reference,      Greece,Product Price Index|pSERV       ,index,Year,        1.00,        1.00,        1.01,        1.01,        1.01,        1.00,        1.00,        0.99,        0.99
REMES:EU 1.0,Reference,      Greece,Product Price Index|pTRAN       ,index,Year,        1.00,        0.99,        0.97,        0.98,        0.96,        0.94,        0.92,        0.91,        0.91
REMES:EU 1.0,Reference,      Greece,Product Price Index|pELEC       ,index,Year,        1.00,        1.00,        1.00,        0.95,        0.94,        0.94,        0.94,        0.93,        0.93
REMES:EU 1.0,Reference,      Greece,Product Price Index|pTRDI       ,index,Year,        1.00,        0.99,        0.97,        0.95,        0.93,        0.90,        0.87,        0.84,        0.82
REMES:EU 1.0,Reference,      Greece,Product Price Index|pHTWT       ,index,Year,        1.00,        1.04,        1.08,        1.04,        1.07,        1.08,        1.06,        0.98,        0.88
REMES:EU 1.0,Reference,      Greece,Product Price Index|pCHEA       ,index,Year,        1.00,        1.02,        1.03,        1.04,        1.07,        1.11,        1.14,        1.19,        1.22
REMES:EU 1.0,Reference,      Greece,Product Price Index|pCONS       ,index,Year,        1.00,        1.00,        1.00,        1.00,        1.00,        1.00,        1.01,        1.01,        1.02
REMES:EU 1.0,Reference,     Hungary,Product Price Index|pOIL        ,index,Year,        1.00,        0.99,        0.99,        0.97,        0.95,        0.94,        0.93,        0.91,        0.90
REMES:EU 1.0,Reference,     Hungary,Product Price Index|pGSL        ,index,Year,        1.00,        0.99,        0.99,        1.01,        1.00,        0.99,        0.99,        1.00,        1.00
REMES:EU 1.0,Reference,     Hungary,Product Price Index|pDSL        ,index,Year,        1.00,        0.99,        0.98,        1.00,        0.99,        0.99,        0.96,        0.91,        0.85
REMES:EU 1.0,Reference,     Hungary,Product Price Index|pHDI        ,index,Year,        1.00,        0.99,        0.99,        0.97,        0.96,        0.95,        0.94,        0.91,        0.88
REMES:EU 1.0,Reference,     Hungary,Product Price Index|pNG         ,index,Year,        1.00,        0.99,        0.98,        0.95,        0.92,        0.89,        0.84,        0.77,        0.73
REMES:EU 1.0,Reference,     Hungary,Product Price Index|pCOA        ,index,Year,        1.00,        0.99,        0.98,        1.03,        1.02,        0.96,        0.87,        0.83,        0.81
REMES:EU 1.0,Reference,     Hungary,Product Price Index|pBIO        ,index,Year,        1.00,        0.98,        0.96,        0.87,        0.84,        0.81,        0.80,        0.79,        0.79
REMES:EU 1.0,Reference,     Hungary,Product Price Index|pFUL        ,index,Year,        1.00,        0.98,        0.96,        0.94,        0.91,        0.88,        0.85,        0.78,        0.65
REMES:EU 1.0,Reference,     Hungary,Product Price Index|pH2         ,index,Year,        1.00,        0.99,        0.99,        0.96,        0.95,        0.94,        0.94,        0.93,        0.93
REMES:EU 1.0,Reference,     Hungary,Product Price Index|pAGRI       ,index,Year,        1.00,        0.98,        0.96,        0.89,        0.87,        0.85,        0.83,        0.81,        0.79
REMES:EU 1.0,Reference,     Hungary,Product Price Index|pINDU       ,index,Year,        1.00,        1.00,        1.00,        0.99,        0.99,        1.00,        1.01,        1.01,        1.02
REMES:EU 1.0,Reference,     Hungary,Product Price Index|pALUM       ,index,Year,        1.00,        0.99,        0.99,        1.04,        1.05,        1.06,        1.08,        1.09,        1.10
REMES:EU 1.0,Reference,     Hungary,Product Price Index|pSERV       ,index,Year,        1.00,        1.01,        1.02,        1.03,        1.04,        1.04,        1.04,        1.03,        1.03
REMES:EU 1.0,Reference,     Hungary,Product Price Index|pTRAN       ,index,Year,        1.00,        1.01,        1.02,        1.01,        1.03,        1.06,        1.09,        1.12,        1.16
REMES:EU 1.0,Reference,     Hungary,Product Price Index|pELEC       ,index,Year,        1.00,        0.98,        0.96,        0.91,        0.88,        0.86,        0.85,        0.83,        0.82
REMES:EU 1.0,Reference,     Hungary,Product Price Index|pTRDI       ,index,Year,        1.00,        0.98,        0.95,        0.94,        0.91,        0.88,        0.85,        0.82,        0.80
REMES:EU 1.0,Reference,     Hungary,Product Price Index|pHTWT       ,index,Year,        1.00,        1.01,        1.00,        0.92,        0.91,        0.88,        0.82,        0.77,        0.72
REMES:EU 1.0,Reference,     Hungary,Product Price Index|pCHEA       ,index,Year,        1.00,        1.04,        1.08,        1.10,        1.13,        1.18,        1.23,        1.28,        1.31
REMES:EU 1.0,Reference,     Hungary,Product Price Index|pCONS       ,index,Year,        1.00,        1.02,        1.04,        1.05,        1.07,        1.09,        1.11,        1.13,        1.15
