model,scenario,region,variable,unit,subannual,2010,2015,2020,2025,2030,2035,2040,2045,2050
REMES:EU 1.0,Reference,United Kingdom,Consumption|Industry|pOIL        |Imported,billion EUR_2020/yr,Year,       13.87,       15.67,       17.26,       16.75,       15.87,       14.90,       13.86,       12.62,        9.88
REMES:EU 1.0,Reference,United Kingdom,Consumption|Industry|pGSL        |Imported,billion EUR_2020/yr,Year,        1.35,        1.49,        1.54,        1.30,        1.34,        1.40,        1.50,        1.71,        1.95
REMES:EU 1.0,Reference,United Kingdom,Consumption|Industry|pDSL        |Imported,billion EUR_2020/yr,Year,        6.44,        6.71,        6.60,        5.22,        5.16,        5.00,        4.71,        4.12,        1.96
REMES:EU 1.0,Reference,United Kingdom,Consumption|Industry|pHDI        |Imported,billion EUR_2020/yr,Year,        1.25,        1.33,        1.29,        1.21,        1.28,        1.28,        1.19,        1.07,        0.59
REMES:EU 1.0,Reference,United Kingdom,Consumption|Industry|pNG         |Imported,billion EUR_2020/yr,Year,        8.06,        9.16,        9.73,        9.98,       11.25,       13.11,       15.68,       18.50,       17.47
REMES:EU 1.0,Reference,United Kingdom,Consumption|Industry|pCOA        |Imported,billion EUR_2020/yr,Year,        4.34,        4.46,        4.39,        5.13,        5.80,        4.85,        2.68,        0.64,        0.02
REMES:EU 1.0,Reference,United Kingdom,Consumption|Industry|pBIO        |Imported,billion EUR_2020/yr,Year,        0.14,        0.16,        0.17,        0.21,        0.24,        0.29,        0.36,        0.49,        0.75
REMES:EU 1.0,Reference,United Kingdom,Consumption|Industry|pFUL        |Imported,billion EUR_2020/yr,Year,        2.17,        2.23,        2.21,        2.73,        2.97,        3.00,        2.70,        1.57,        0.33
REMES:EU 1.0,Reference,United Kingdom,Consumption|Industry|pH2         |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,United Kingdom,Consumption|Industry|pAGRI       |Imported,billion EUR_2020/yr,Year,        5.15,        6.01,        6.60,        6.54,        7.25,        7.90,        8.57,        9.45,        9.97
REMES:EU 1.0,Reference,United Kingdom,Consumption|Industry|pINDU       |Imported,billion EUR_2020/yr,Year,      193.79,      225.60,      251.89,      194.54,      202.09,      207.87,      213.23,      221.15,      223.15
REMES:EU 1.0,Reference,United Kingdom,Consumption|Industry|pALUM       |Imported,billion EUR_2020/yr,Year,       20.63,       23.61,       25.83,       17.49,       17.19,       16.68,       16.11,       15.72,       14.85
REMES:EU 1.0,Reference,United Kingdom,Consumption|Industry|pSERV       |Imported,billion EUR_2020/yr,Year,       29.45,       35.41,       40.35,       56.10,       68.23,       81.78,       97.70,      118.62,      139.01
REMES:EU 1.0,Reference,United Kingdom,Consumption|Industry|pTRAN       |Imported,billion EUR_2020/yr,Year,        1.09,        1.30,        1.48,        1.71,        2.02,        2.37,        2.77,        3.31,        3.88
REMES:EU 1.0,Reference,United Kingdom,Consumption|Industry|pELEC       |Imported,billion EUR_2020/yr,Year,        0.30,        0.32,        0.32,        0.41,        0.46,        0.53,        0.64,        0.86,        1.41
REMES:EU 1.0,Reference,United Kingdom,Consumption|Industry|pTRDI       |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,United Kingdom,Consumption|Industry|pHTWT       |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,United Kingdom,Consumption|Industry|pCHEA       |Imported,billion EUR_2020/yr,Year,        1.00,        1.22,        1.47,        1.74,        2.13,        2.62,        3.23,        4.02,        5.04
REMES:EU 1.0,Reference,United Kingdom,Consumption|Industry|pCONS       |Imported,billion EUR_2020/yr,Year,        0.29,        0.37,        0.47,        0.59,        0.75,        0.96,        1.23,        1.61,        2.06
REMES:EU 1.0,Reference,The Netherlands,Consumption|Industry|pOIL        |Imported,billion EUR_2020/yr,Year,       15.41,       16.38,       17.53,       17.17,       16.26,       15.34,       14.47,       13.56,       11.87
REMES:EU 1.0,Reference,The Netherlands,Consumption|Industry|pGSL        |Imported,billion EUR_2020/yr,Year,        4.05,        4.28,        4.59,        4.18,        3.95,        3.73,        3.54,        3.36,        3.10
REMES:EU 1.0,Reference,The Netherlands,Consumption|Industry|pDSL        |Imported,billion EUR_2020/yr,Year,        1.72,        1.80,        1.91,        1.88,        1.77,        1.61,        1.45,        1.22,        0.51
REMES:EU 1.0,Reference,The Netherlands,Consumption|Industry|pHDI        |Imported,billion EUR_2020/yr,Year,        0.68,        0.71,        0.75,        0.71,        0.70,        0.72,        0.76,        0.79,        0.68
REMES:EU 1.0,Reference,The Netherlands,Consumption|Industry|pNG         |Imported,billion EUR_2020/yr,Year,        4.79,        5.07,        5.49,        5.31,        5.24,        5.14,        5.12,        5.02,        3.72
REMES:EU 1.0,Reference,The Netherlands,Consumption|Industry|pCOA        |Imported,billion EUR_2020/yr,Year,        1.20,        1.20,        1.22,        1.12,        1.11,        0.94,        0.60,        0.20,        0.02
REMES:EU 1.0,Reference,The Netherlands,Consumption|Industry|pBIO        |Imported,billion EUR_2020/yr,Year,        0.30,        0.32,        0.34,        0.39,        0.43,        0.48,        0.50,        0.53,        0.62
REMES:EU 1.0,Reference,The Netherlands,Consumption|Industry|pFUL        |Imported,billion EUR_2020/yr,Year,        2.84,        2.88,        2.97,        2.54,        2.37,        2.21,        2.07,        1.86,        0.95
REMES:EU 1.0,Reference,The Netherlands,Consumption|Industry|pH2         |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,The Netherlands,Consumption|Industry|pAGRI       |Imported,billion EUR_2020/yr,Year,        7.14,        7.84,        8.84,        8.46,        8.79,        9.04,        9.41,        9.82,       10.09
REMES:EU 1.0,Reference,The Netherlands,Consumption|Industry|pINDU       |Imported,billion EUR_2020/yr,Year,      103.04,      112.57,      125.75,       95.71,       94.05,       91.62,       89.86,       88.10,       85.25
REMES:EU 1.0,Reference,The Netherlands,Consumption|Industry|pALUM       |Imported,billion EUR_2020/yr,Year,       11.80,       12.74,       14.01,       11.37,       11.17,       10.86,       10.59,       10.30,        9.86
REMES:EU 1.0,Reference,The Netherlands,Consumption|Industry|pSERV       |Imported,billion EUR_2020/yr,Year,       16.02,       18.03,       20.96,       29.95,       34.74,       39.82,       46.08,       53.40,       61.05
REMES:EU 1.0,Reference,The Netherlands,Consumption|Industry|pTRAN       |Imported,billion EUR_2020/yr,Year,        0.73,        0.81,        0.93,        1.08,        1.21,        1.34,        1.50,        1.69,        1.89
REMES:EU 1.0,Reference,The Netherlands,Consumption|Industry|pELEC       |Imported,billion EUR_2020/yr,Year,        0.34,        0.36,        0.40,        0.91,        1.07,        1.15,        1.26,        1.40,        1.95
REMES:EU 1.0,Reference,The Netherlands,Consumption|Industry|pTRDI       |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,The Netherlands,Consumption|Industry|pHTWT       |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,The Netherlands,Consumption|Industry|pCHEA       |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,The Netherlands,Consumption|Industry|pCONS       |Imported,billion EUR_2020/yr,Year,        0.29,        0.34,        0.42,        0.51,        0.61,        0.73,        0.88,        1.06,        1.28
REMES:EU 1.0,Reference,Europe,Consumption|Industry|pOIL        |Imported,billion EUR_2020/yr,Year,      177.24,      187.52,      198.30,      172.24,      166.98,      158.86,      146.38,      126.97,       98.92
REMES:EU 1.0,Reference,Europe,Consumption|Industry|pGSL        |Imported,billion EUR_2020/yr,Year,       19.56,       21.12,       22.83,       21.85,       22.01,       21.91,       21.53,       20.71,       18.62
REMES:EU 1.0,Reference,Europe,Consumption|Industry|pDSL        |Imported,billion EUR_2020/yr,Year,       67.54,       71.19,       74.22,       66.98,       64.31,       58.58,       48.67,       33.74,       15.82
REMES:EU 1.0,Reference,Europe,Consumption|Industry|pHDI        |Imported,billion EUR_2020/yr,Year,       18.79,       19.47,       20.14,       17.79,       17.09,       15.77,       13.69,       10.80,        6.95
REMES:EU 1.0,Reference,Europe,Consumption|Industry|pNG         |Imported,billion EUR_2020/yr,Year,       67.72,       72.35,       76.45,       71.83,       73.09,       74.72,       75.92,       74.11,       62.32
REMES:EU 1.0,Reference,Europe,Consumption|Industry|pCOA        |Imported,billion EUR_2020/yr,Year,       32.15,       32.75,       32.98,       30.75,       28.04,       20.43,       10.88,        4.00,        1.02
REMES:EU 1.0,Reference,Europe,Consumption|Industry|pBIO        |Imported,billion EUR_2020/yr,Year,        1.31,        1.42,        1.54,        2.02,        2.31,        2.68,        3.12,        3.66,        4.65
REMES:EU 1.0,Reference,Europe,Consumption|Industry|pFUL        |Imported,billion EUR_2020/yr,Year,       26.79,       27.85,       28.78,       27.58,       26.80,       23.94,       19.25,       11.82,        4.86
REMES:EU 1.0,Reference,Europe,Consumption|Industry|pH2         |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,Europe,Consumption|Industry|pAGRI       |Imported,billion EUR_2020/yr,Year,       69.92,       78.62,       87.89,       80.94,       82.72,       84.09,       85.20,       86.17,       86.26
REMES:EU 1.0,Reference,Europe,Consumption|Industry|pINDU       |Imported,billion EUR_2020/yr,Year,     1952.87,     2195.84,     2465.27,     1786.79,     1752.92,     1712.91,     1666.99,     1614.59,     1546.91
REMES:EU 1.0,Reference,Europe,Consumption|Industry|pALUM       |Imported,billion EUR_2020/yr,Year,      363.77,      400.58,      440.03,      291.31,      271.78,      251.69,      231.37,      210.68,      189.13
REMES:EU 1.0,Reference,Europe,Consumption|Industry|pSERV       |Imported,billion EUR_2020/yr,Year,      241.27,      282.48,      330.81,      479.27,      559.63,      645.97,      737.34,      832.60,      924.88
REMES:EU 1.0,Reference,Europe,Consumption|Industry|pTRAN       |Imported,billion EUR_2020/yr,Year,        9.60,       10.92,       12.38,       13.84,       15.30,       16.96,       18.90,       21.14,       23.53
REMES:EU 1.0,Reference,Europe,Consumption|Industry|pELEC       |Imported,billion EUR_2020/yr,Year,       16.44,       17.66,       18.92,       25.39,       27.14,       29.95,       34.27,       41.63,       55.84
REMES:EU 1.0,Reference,Europe,Consumption|Industry|pTRDI       |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,Europe,Consumption|Industry|pHTWT       |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,Europe,Consumption|Industry|pCHEA       |Imported,billion EUR_2020/yr,Year,        1.58,        1.91,        2.32,        2.63,        3.18,        3.83,        4.64,        5.65,        6.90
REMES:EU 1.0,Reference,Europe,Consumption|Industry|pCONS       |Imported,billion EUR_2020/yr,Year,        2.28,        2.81,        3.45,        4.12,        4.91,        5.90,        7.18,        8.75,       10.56
REMES:EU 1.0,Reference,     Austria,Output|Product|pOIL        ,billion EUR_2020/yr,Year,        0.21,        0.23,        0.25,        0.23,        0.22,        0.22,        0.20,        0.18,        0.15
REMES:EU 1.0,Reference,     Austria,Output|Product|pGSL        ,billion EUR_2020/yr,Year,        1.36,        1.46,        1.57,        1.48,        1.49,        1.46,        1.40,        1.27,        1.09
REMES:EU 1.0,Reference,     Austria,Output|Product|pDSL        ,billion EUR_2020/yr,Year,        1.37,        1.47,        1.58,        1.56,        1.57,        1.53,        1.44,        1.28,        1.07
REMES:EU 1.0,Reference,     Austria,Output|Product|pHDI        ,billion EUR_2020/yr,Year,        0.21,        0.23,        0.24,        0.23,        0.22,        0.22,        0.20,        0.18,        0.14
REMES:EU 1.0,Reference,     Austria,Output|Product|pNG         ,billion EUR_2020/yr,Year,        5.14,        5.59,        6.06,        5.13,        5.18,        5.06,        4.70,        4.01,        3.08
REMES:EU 1.0,Reference,     Austria,Output|Product|pCOA        ,billion EUR_2020/yr,Year,        0.11,        0.12,        0.13,        0.12,        0.12,        0.10,        0.09,        0.08,        0.07
REMES:EU 1.0,Reference,     Austria,Output|Product|pBIO        ,billion EUR_2020/yr,Year,        0.11,        0.12,        0.13,        0.14,        0.15,        0.15,        0.17,        0.19,        0.21
REMES:EU 1.0,Reference,     Austria,Output|Product|pFUL        ,billion EUR_2020/yr,Year,        0.44,        0.47,        0.50,        0.47,        0.47,        0.45,        0.38,        0.28,        0.17
REMES:EU 1.0,Reference,     Austria,Output|Product|pH2         ,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,     Austria,Output|Product|pAGRI       ,billion EUR_2020/yr,Year,        9.04,        9.84,       10.64,       10.00,       10.25,       10.54,       10.88,       11.22,       11.45
REMES:EU 1.0,Reference,     Austria,Output|Product|pINDU       ,billion EUR_2020/yr,Year,      143.26,      156.97,      171.21,      152.92,      153.34,      153.67,      154.61,      154.36,      152.87
REMES:EU 1.0,Reference,     Austria,Output|Product|pALUM       ,billion EUR_2020/yr,Year,       14.41,       15.79,       17.24,       15.35,       15.27,       15.14,       15.05,       14.84,       14.50
REMES:EU 1.0,Reference,     Austria,Output|Product|pSERV       ,billion EUR_2020/yr,Year,      262.34,      285.33,      308.79,      338.94,      358.70,      380.17,      404.68,      429.40,      450.85
REMES:EU 1.0,Reference,     Austria,Output|Product|pTRAN       ,billion EUR_2020/yr,Year,       17.89,       19.41,       20.86,       21.13,       21.63,       22.19,       22.88,       23.49,       23.97
REMES:EU 1.0,Reference,     Austria,Output|Product|pELEC       ,billion EUR_2020/yr,Year,        5.18,        5.55,        5.94,        6.15,        6.39,        6.83,        7.42,        8.18,        9.12
REMES:EU 1.0,Reference,     Austria,Output|Product|pTRDI       ,billion EUR_2020/yr,Year,       12.80,       13.52,       14.16,       13.06,       12.91,       12.86,       12.94,       13.01,       12.98
REMES:EU 1.0,Reference,     Austria,Output|Product|pHTWT       ,billion EUR_2020/yr,Year,        0.91,        0.94,        0.97,        0.83,        0.81,        0.80,        0.79,        0.79,        0.77
REMES:EU 1.0,Reference,     Austria,Output|Product|pCHEA       ,billion EUR_2020/yr,Year,       39.35,       42.24,       45.38,       45.53,       47.89,       50.60,       53.72,       57.20,       60.39
REMES:EU 1.0,Reference,     Austria,Output|Product|pCONS       ,billion EUR_2020/yr,Year,       43.36,       48.72,       54.43,       55.75,       59.46,       63.59,       68.39,       72.64,       76.99
REMES:EU 1.0,Reference,     Belgium,Output|Product|pOIL        ,billion EUR_2020/yr,Year,        1.17,        1.23,        1.31,        1.05,        1.00,        0.94,        0.87,        0.78,        0.67
REMES:EU 1.0,Reference,     Belgium,Output|Product|pGSL        ,billion EUR_2020/yr,Year,        8.21,        8.67,        9.16,        7.33,        6.96,        6.63,        6.21,        5.66,        4.92
REMES:EU 1.0,Reference,     Belgium,Output|Product|pDSL        ,billion EUR_2020/yr,Year,       10.08,       10.61,       11.19,        9.12,        8.70,        8.22,        7.57,        6.71,        5.60
REMES:EU 1.0,Reference,     Belgium,Output|Product|pHDI        ,billion EUR_2020/yr,Year,        2.18,        2.28,        2.39,        1.94,        1.84,        1.72,        1.57,        1.36,        1.10
REMES:EU 1.0,Reference,     Belgium,Output|Product|pNG         ,billion EUR_2020/yr,Year,        1.08,        1.13,        1.17,        0.70,        0.62,        0.53,        0.42,        0.31,        0.20
REMES:EU 1.0,Reference,     Belgium,Output|Product|pCOA        ,billion EUR_2020/yr,Year,        0.18,        0.19,        0.20,        0.15,        0.14,        0.13,        0.13,        0.12,        0.11
REMES:EU 1.0,Reference,     Belgium,Output|Product|pBIO        ,billion EUR_2020/yr,Year,        0.29,        0.30,        0.32,        0.35,        0.37,        0.41,        0.45,        0.50,        0.56
REMES:EU 1.0,Reference,     Belgium,Output|Product|pFUL        ,billion EUR_2020/yr,Year,        1.78,        1.87,        1.97,        1.61,        1.54,        1.46,        1.35,        1.21,        1.03
REMES:EU 1.0,Reference,     Belgium,Output|Product|pH2         ,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,     Belgium,Output|Product|pAGRI       ,billion EUR_2020/yr,Year,        7.77,        8.27,        8.83,        8.16,        8.26,        8.33,        8.39,        8.40,        8.39
REMES:EU 1.0,Reference,     Belgium,Output|Product|pINDU       ,billion EUR_2020/yr,Year,      184.44,      196.76,      210.37,      182.96,      179.77,      175.79,      171.14,      165.17,      158.36
REMES:EU 1.0,Reference,     Belgium,Output|Product|pALUM       ,billion EUR_2020/yr,Year,       29.06,       30.98,       33.09,       28.59,       27.77,       26.85,       25.84,       24.67,       23.43
REMES:EU 1.0,Reference,     Belgium,Output|Product|pSERV       ,billion EUR_2020/yr,Year,      371.96,      395.51,      421.87,      455.94,      476.64,      496.46,      515.11,      530.12,      541.82
REMES:EU 1.0,Reference,     Belgium,Output|Product|pTRAN       ,billion EUR_2020/yr,Year,       26.12,       28.13,       30.39,       30.56,       31.56,       32.37,       32.92,       33.00,       32.55
REMES:EU 1.0,Reference,     Belgium,Output|Product|pELEC       ,billion EUR_2020/yr,Year,        4.03,        4.15,        4.31,        4.92,        5.07,        5.28,        5.57,        5.96,        6.58
REMES:EU 1.0,Reference,     Belgium,Output|Product|pTRDI       ,billion EUR_2020/yr,Year,        6.30,        6.58,        6.87,        6.33,        6.34,        6.33,        6.32,        6.28,        6.22
REMES:EU 1.0,Reference,     Belgium,Output|Product|pHTWT       ,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,     Belgium,Output|Product|pCHEA       ,billion EUR_2020/yr,Year,       56.89,       60.29,       64.09,       63.99,       66.61,       69.32,       72.14,       74.89,       77.45
REMES:EU 1.0,Reference,     Belgium,Output|Product|pCONS       ,billion EUR_2020/yr,Year,       55.21,       60.35,       66.22,       66.38,       69.64,       72.87,       75.96,       78.49,       80.43
REMES:EU 1.0,Reference,    Bulgaria,Output|Product|pOIL        ,billion EUR_2020/yr,Year,        0.04,        0.05,        0.05,        0.04,        0.04,        0.04,        0.04,        0.04,        0.04
REMES:EU 1.0,Reference,    Bulgaria,Output|Product|pGSL        ,billion EUR_2020/yr,Year,        1.25,        1.30,        1.37,        1.16,        1.18,        1.19,        1.21,        1.22,        1.20
REMES:EU 1.0,Reference,    Bulgaria,Output|Product|pDSL        ,billion EUR_2020/yr,Year,        1.50,        1.56,        1.63,        1.39,        1.42,        1.45,        1.47,        1.49,        1.43
REMES:EU 1.0,Reference,    Bulgaria,Output|Product|pHDI        ,billion EUR_2020/yr,Year,        0.35,        0.36,        0.37,        0.32,        0.32,        0.32,        0.32,        0.32,        0.31
REMES:EU 1.0,Reference,    Bulgaria,Output|Product|pNG         ,billion EUR_2020/yr,Year,        0.38,        0.39,        0.41,        0.32,        0.32,        0.32,        0.32,        0.32,        0.31
REMES:EU 1.0,Reference,    Bulgaria,Output|Product|pCOA        ,billion EUR_2020/yr,Year,        0.37,        0.35,        0.33,        0.27,        0.25,        0.22,        0.20,        0.18,        0.10
REMES:EU 1.0,Reference,    Bulgaria,Output|Product|pBIO        ,billion EUR_2020/yr,Year,        0.01,        0.01,        0.01,        0.01,        0.01,        0.01,        0.01,        0.01,        0.01
REMES:EU 1.0,Reference,    Bulgaria,Output|Product|pFUL        ,billion EUR_2020/yr,Year,        0.26,        0.27,        0.28,        0.24,        0.24,        0.25,        0.25,        0.26,        0.25
REMES:EU 1.0,Reference,    Bulgaria,Output|Product|pH2         ,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,    Bulgaria,Output|Product|pAGRI       ,billion EUR_2020/yr,Year,        5.56,        5.84,        6.14,        5.56,        5.78,        6.03,        6.28,        6.56,        6.79
REMES:EU 1.0,Reference,    Bulgaria,Output|Product|pINDU       ,billion EUR_2020/yr,Year,       19.75,       21.11,       22.51,       18.79,       19.40,       20.06,       20.70,       21.47,       21.99
REMES:EU 1.0,Reference,    Bulgaria,Output|Product|pALUM       ,billion EUR_2020/yr,Year,        3.43,        3.63,        3.83,        2.97,        2.99,        3.01,        3.01,        3.02,        2.99
REMES:EU 1.0,Reference,    Bulgaria,Output|Product|pSERV       ,billion EUR_2020/yr,Year,       29.69,       31.43,       33.15,       38.55,       42.36,       46.57,       51.07,       55.93,       60.89
REMES:EU 1.0,Reference,    Bulgaria,Output|Product|pTRAN       ,billion EUR_2020/yr,Year,        5.07,        5.46,        5.88,        5.87,        6.38,        6.97,        7.61,        8.37,        8.98
REMES:EU 1.0,Reference,    Bulgaria,Output|Product|pELEC       ,billion EUR_2020/yr,Year,        1.20,        1.23,        1.27,        1.28,        1.34,        1.42,        1.52,        1.62,        1.74
REMES:EU 1.0,Reference,    Bulgaria,Output|Product|pTRDI       ,billion EUR_2020/yr,Year,        1.31,        1.37,        1.42,        1.41,        1.47,        1.54,        1.60,        1.66,        1.71
REMES:EU 1.0,Reference,    Bulgaria,Output|Product|pHTWT       ,billion EUR_2020/yr,Year,        0.36,        0.39,        0.41,        0.39,        0.40,        0.42,        0.43,        0.44,        0.49
REMES:EU 1.0,Reference,    Bulgaria,Output|Product|pCHEA       ,billion EUR_2020/yr,Year,        3.63,        3.91,        4.22,        4.29,        4.63,        5.01,        5.44,        5.92,        6.63
REMES:EU 1.0,Reference,    Bulgaria,Output|Product|pCONS       ,billion EUR_2020/yr,Year,        7.15,        7.81,        8.51,        9.15,       10.23,       11.49,       12.92,       14.66,       16.37
REMES:EU 1.0,Reference,      Cyprus,Output|Product|pOIL        ,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,      Cyprus,Output|Product|pGSL        ,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,      Cyprus,Output|Product|pDSL        ,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,      Cyprus,Output|Product|pHDI        ,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,      Cyprus,Output|Product|pNG         ,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,      Cyprus,Output|Product|pCOA        ,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,      Cyprus,Output|Product|pBIO        ,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,      Cyprus,Output|Product|pFUL        ,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,      Cyprus,Output|Product|pH2         ,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,      Cyprus,Output|Product|pAGRI       ,billion EUR_2020/yr,Year,        0.99,        1.13,        1.32,        1.29,        1.40,        1.51,        1.63,        1.75,        1.85
REMES:EU 1.0,Reference,      Cyprus,Output|Product|pINDU       ,billion EUR_2020/yr,Year,        4.18,        4.80,        5.65,        5.13,        5.53,        5.94,        6.36,        6.78,        7.12
REMES:EU 1.0,Reference,      Cyprus,Output|Product|pALUM       ,billion EUR_2020/yr,Year,        0.08,        0.09,        0.11,        0.09,        0.09,        0.10,        0.10,        0.10,        0.10
REMES:EU 1.0,Reference,      Cyprus,Output|Product|pSERV       ,billion EUR_2020/yr,Year,       16.64,       18.79,       21.79,       25.34,       28.77,       32.63,       36.93,       41.62,       46.43
REMES:EU 1.0,Reference,      Cyprus,Output|Product|pTRAN       ,billion EUR_2020/yr,Year,        1.18,        1.38,        1.66,        1.71,        1.92,        2.15,        2.41,        2.69,        2.97
REMES:EU 1.0,Reference,      Cyprus,Output|Product|pELEC       ,billion EUR_2020/yr,Year,        0.44,        0.48,        0.54,        0.77,        0.90,        1.05,        1.20,        1.35,        1.45
REMES:EU 1.0,Reference,      Cyprus,Output|Product|pTRDI       ,billion EUR_2020/yr,Year,        0.15,        0.16,        0.19,        0.19,        0.21,        0.23,        0.25,        0.27,        0.30
REMES:EU 1.0,Reference,      Cyprus,Output|Product|pHTWT       ,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,      Cyprus,Output|Product|pCHEA       ,billion EUR_2020/yr,Year,        1.98,        2.21,        2.51,        2.65,        2.92,        3.22,        3.54,        3.89,        4.26
REMES:EU 1.0,Reference,      Cyprus,Output|Product|pCONS       ,billion EUR_2020/yr,Year,        3.29,        3.91,        4.80,        5.58,        6.62,        7.86,        9.31,       10.98,       12.80
REMES:EU 1.0,Reference,     Germany,Output|Product|pOIL        ,billion EUR_2020/yr,Year,        1.66,        1.74,        1.82,        1.72,        1.71,        1.67,        1.61,        1.48,        1.24
REMES:EU 1.0,Reference,     Germany,Output|Product|pGSL        ,billion EUR_2020/yr,Year,       21.33,       22.34,       23.27,       19.20,       18.77,       18.31,       17.81,       16.79,       14.63
REMES:EU 1.0,Reference,     Germany,Output|Product|pDSL        ,billion EUR_2020/yr,Year,       24.11,       25.24,       26.34,       22.07,       21.46,       20.71,       19.71,       17.90,       14.52
REMES:EU 1.0,Reference,     Germany,Output|Product|pHDI        ,billion EUR_2020/yr,Year,        3.04,        3.17,        3.29,        2.68,        2.60,        2.51,        2.41,        2.21,        1.82
REMES:EU 1.0,Reference,     Germany,Output|Product|pNG         ,billion EUR_2020/yr,Year,       26.28,       27.36,       28.42,       26.48,       25.84,       25.20,       24.43,       22.89,       19.66
REMES:EU 1.0,Reference,     Germany,Output|Product|pCOA        ,billion EUR_2020/yr,Year,        3.90,        4.02,        4.10,        4.06,        3.74,        3.28,        2.75,        2.26,        1.90
REMES:EU 1.0,Reference,     Germany,Output|Product|pBIO        ,billion EUR_2020/yr,Year,        5.70,        5.97,        6.23,        6.56,        6.69,        6.91,        7.31,        7.81,        8.54
REMES:EU 1.0,Reference,     Germany,Output|Product|pFUL        ,billion EUR_2020/yr,Year,        3.86,        4.01,        4.16,        3.49,        3.34,        3.09,        2.69,        1.99,        0.91
REMES:EU 1.0,Reference,     Germany,Output|Product|pH2         ,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,     Germany,Output|Product|pAGRI       ,billion EUR_2020/yr,Year,       52.45,       55.72,       58.84,       55.61,       56.05,       56.88,       58.35,       59.70,       60.68
REMES:EU 1.0,Reference,     Germany,Output|Product|pINDU       ,billion EUR_2020/yr,Year,     1531.13,     1629.73,     1724.22,     1456.72,     1409.82,     1374.49,     1355.88,     1330.18,     1292.91
